"SiteYear","Site","Year","surv.int","surv.slope","growth.int","growth.slope","growth.sd","flowering.int","flowering.slope","fruit.int","fruit.slope","recruit.size.mean","recruit.size.sd","seed.ct","recruit.number","fruits.per.site","total.seeds.per.site","establishment.prob"
"North Fork Middle Fork Tule:2011","North Fork Middle Fork Tule","2011",-1.90268520771414,0.522753931251533,1.89151071301874,0.610586712311047,1.11008917792899,-9.38101505696984,1.84078666005448,-1.74628854663606,0.857155887096075,-0.0357894736842104,0.829573624014661,1473,19,42,61866,0.000307115378398474
"North Fork Middle Fork Tule:2012","North Fork Middle Fork Tule","2012",-1.06206569677941,0.522753931251533,2.0580134369918,0.610586712311047,1.11008917792899,-7.84694186285921,1.84078666005448,-1.61850394647645,0.857155887096075,0.61695238095238,1.17410286848621,1473,105,312,459576,0.000228471460650687
"North Fork Middle Fork Tule:2013","North Fork Middle Fork Tule","2013",-0.839694593623513,0.522753931251533,1.27555177574151,0.610586712311047,1.11008917792899,-7.63419425551044,1.84078666005448,-1.8033792094208,0.857155887096075,0.916218487394958,1.03776323317503,1473,119,462,680526,0.000174864736982863
"North Fork Middle Fork Tule:2014","North Fork Middle Fork Tule","2014",-1.44825124154089,0.522753931251533,2.0170778561329,0.610586712311047,1.11008917792899,-6.34768175645495,1.84078666005448,-1.74709008074707,0.857155887096075,0.971210224750868,1.43164131392281,1473,49,428,630444,7.77230015671495e-05
"North Fork Middle Fork Tule:2015","North Fork Middle Fork Tule","2015",-2.5053950523599,0.522753931251533,1.89436791941913,0.610586712311047,1.11008917792899,-7.90421463650951,1.84078666005448,-2.71428024747334,0.857155887096075,0.665249528364225,1.2443377224475,1473,142,46,67758,0.0020956934974468
"O'Neil Creek:2010","O'Neil Creek","2010",-0.637238543110048,0.522753931251533,2.29632102367834,0.610586712311047,1.11008917792899,-9.75751661327208,1.84078666005448,-2.81571167979175,0.857155887096075,2.19714285714286,2.32263294765312,1017,7,195,198315,3.52973804301238e-05
"O'Neil Creek:2011","O'Neil Creek","2011",-1.57928529899705,0.522753931251533,2.05284895132864,0.610586712311047,1.11008917792899,-9.41600912569669,1.84078666005448,-3.52206089280648,0.857155887096075,3.07727272727273,1.49707775956422,1017,11,74,75258,0.000146163862978022
"O'Neil Creek:2012","O'Neil Creek","2012",-2.62092206207885,0.522753931251533,0.807251155728785,0.610586712311047,1.11008917792899,-10.0375563213379,1.84078666005448,-2.45688383025412,0.857155887096075,1.76142857142857,1.42315879380375,1017,7,306,311202,2.2493428705471e-05
"O'Neil Creek:2013","O'Neil Creek","2013",-1.31666308701446,0.522753931251533,2.12302373094915,0.610586712311047,1.11008917792899,-10.3382056624149,1.84078666005448,-2.15114357129986,0.857155887096075,3.294,0.773939417669253,1017,10,6,6102,0.00163880694854146
"O'Neil Creek:2014","O'Neil Creek","2014",-2.0311694627946,0.522753931251533,1.69437882737464,0.610586712311047,1.11008917792899,-9.65604114086086,1.84078666005448,-2.68309916987383,0.857155887096075,1.56840823255598,1.30898117784713,1017,178,54,54918,0.00324119596489311
"O'Neil Creek:2015","O'Neil Creek","2015",-0.765754875620954,0.522753931251533,2.86223973323989,0.610586712311047,1.11008917792899,-6.41089091077254,1.84078666005448,-1.28864180106613,0.857155887096075,0.951097776318515,1.69120488340047,1017,189,160,162720,0.00116150442477876
"Oregon Creek:2010","Oregon Creek","2010",-2.37634471691568,0.522753931251533,1.95835405635811,0.610586712311047,1.11008917792899,-7.89972906965628,1.84078666005448,-1.95750393526246,0.857155887096075,1.7102380952381,1.58431255861696,1691,42,127,214757,0.000195569876651285
"Oregon Creek:2011","Oregon Creek","2011",-2.61139803193824,0.522753931251533,1.45088114477066,0.610586712311047,1.11008917792899,-8.41841258434566,1.84078666005448,-2.0254373761055,0.857155887096075,0.479841269841269,1.3544427542732,1691,126,38,64258,0.0019608453422142
"Oregon Creek:2012","Oregon Creek","2012",-0.702898430757412,0.522753931251533,1.87173816689267,0.610586712311047,1.11008917792899,-8.21763641831098,1.84078666005448,-1.74689797699436,0.857155887096075,1.37032967032967,1.21446783091695,1691,91,141,238431,0.000381661780557058
"Oregon Creek:2013","Oregon Creek","2013",-0.541006913530489,0.522753931251533,1.8191622925318,0.610586712311047,1.11008917792899,-8.05273401494608,1.84078666005448,-1.19760829448828,0.857155887096075,0.449493670886074,1.28508059037919,1691,316,969,1638579,0.000192850024319853
"Oregon Creek:2014","Oregon Creek","2014",-1.5115843545343,0.522753931251533,1.77060617852012,0.610586712311047,1.11008917792899,-7.64539222903185,1.84078666005448,-1.44229996751568,0.857155887096075,2.85452037919345,0.995059028105128,1691,57,1161,1963251,2.90334755973638e-05
"Oregon Creek:2015","Oregon Creek","2015",-4.24073786028523,0.522753931251533,1.0624940506713,0.610586712311047,1.11008917792899,-8.70256294526345,1.84078666005448,-1.96303801501133,0.857155887096075,1.75083908472389,1.13228121469303,1691,65,299,505609,0.000128557838171393
"Rainbow Pool:2010","Rainbow Pool","2010",-2.36403146817811,0.522753931251533,1.93975711878019,0.610586712311047,1.11008917792899,-7.98690046702146,1.84078666005448,-1.2914014382157,0.857155887096075,1.57745762711864,1.56175916861717,2144,59,176,377344,0.000156356004070556
"Rainbow Pool:2011","Rainbow Pool","2011",-1.38484970002813,0.522753931251533,1.98179148268306,0.610586712311047,1.11008917792899,-6.83776725007078,1.84078666005448,-1.69922261176786,0.857155887096075,0.230625,1.38885309398319,2144,16,99,212256,7.53806723955978e-05
"Rainbow Pool:2014","Rainbow Pool","2014",-2.0966533157199,0.522753931251533,1.90319429093819,0.610586712311047,1.11008917792899,-6.23149139163962,1.84078666005448,-1.09583878584919,0.857155887096075,0.634867621484506,1.34112641322705,2144,49,573,1228512,3.98856502826183e-05
"Rainbow Pool:2015","Rainbow Pool","2015",-3.38043978276039,0.522753931251533,1.7082396655312,0.610586712311047,1.11008917792899,-7.28431114502838,1.84078666005448,-2.44052517859884,0.857155887096075,1.38122338191235,1.08232250066926,2144,140,127,272288,0.000514161476084146
"Redwood Creek:2010","Redwood Creek","2010",-2.71196531663054,0.522753931251533,1.79311528672324,0.610586712311047,1.11008917792899,-9.28480232724338,1.84078666005448,-2.56547698576474,0.857155887096075,-0.0405747126436786,1.18418685310809,1289,87,596,768244,0.000113245271033682
"Redwood Creek:2011","Redwood Creek","2011",-1.7621003648357,0.522753931251533,1.8379902493466,0.610586712311047,1.11008917792899,-10.1455293133015,1.84078666005448,-3.09200286434773,0.857155887096075,2.35382352941176,1.28206276664265,1289,34,19,24491,0.00138826507696705
"Redwood Creek:2012","Redwood Creek","2012",-2.37527037775448,0.522753931251533,2.13027798541381,0.610586712311047,1.11008917792899,-7.67126367289573,1.84078666005448,-2.13736275785635,0.857155887096075,1.35074074074074,1.35678150220438,1289,54,1308,1686012,3.20282417918734e-05
"Redwood Creek:2013","Redwood Creek","2013",-0.970207418420329,0.522753931251533,1.700773486125,0.610586712311047,1.11008917792899,-7.6469806307256,1.84078666005448,-2.29211437637603,0.857155887096075,-0.106543909348439,0.920448543648146,1289,353,1493,1924477,0.000183426458201371
"Redwood Creek:2014","Redwood Creek","2014",-2.45478207609964,0.522753931251533,0.965442019555243,0.610586712311047,1.11008917792899,-8.27802611457337,1.84078666005448,-2.90602283605342,0.857155887096075,1.93480284865704,1.16207340732133,1289,98,265,341585,0.000286897843874877
"Rock Creek:2010","Rock Creek","2010",-4.60082878007577,0.522753931251533,1.38843225466666,0.610586712311047,1.11008917792899,-8.91442017153134,1.84078666005448,-2.08285641315092,0.857155887096075,2.52736842105263,1.2154827212322,1122,19,1202,1348644,1.40882249133203e-05
"Rock Creek:2011","Rock Creek","2011",-3.47003738930588,0.522753931251533,2.63447939931026,0.610586712311047,1.11008917792899,-8.8745250043911,1.84078666005448,-2.23892064208766,0.857155887096075,1.97413793103448,1.06942413489484,1122,29,208,233376,0.000124262991910051
"Rock Creek:2014","Rock Creek","2014",-4.4634205727471,0.522753931251533,0.80596590589137,0.610586712311047,1.11008917792899,-8.15880125364522,1.84078666005448,-1.72446558192146,0.857155887096075,2.71453943755259,1.16533057442526,1122,239,2432,2728704,8.75873674828783e-05
"Rock Creek:2015","Rock Creek","2015",-3.55852374263826,0.522753931251533,2.32501041624412,0.610586712311047,1.11008917792899,-5.74325078816821,1.84078666005448,-0.383357560665574,0.857155887096075,1.87784398062057,1.03343124919272,1122,119,2224,2495328,4.76891214301286e-05
"South Fork Middle Fork Tule:2012","South Fork Middle Fork Tule","2012",-1.03655129586411,0.522753931251533,2.2574629833236,0.610586712311047,1.11008917792899,-8.07065999510513,1.84078666005448,-2.52551911894467,0.857155887096075,1.54115702479339,1.07958571535771,1473,121,215,316695,0.000382071077850929
"South Fork Middle Fork Tule:2013","South Fork Middle Fork Tule","2013",-0.511493999304107,0.522753931251533,1.93358524819535,0.610586712311047,1.11008917792899,-7.86733719533838,1.84078666005448,-2.18528957045716,0.857155887096075,0.407624309392263,1.28187271776872,1473,362,543,799839,0.000452591083955646
"South Fork Middle Fork Tule:2014","South Fork Middle Fork Tule","2014",-1.22600467856334,0.522753931251533,1.86373026488913,0.610586712311047,1.11008917792899,-7.85925098361574,1.84078666005448,-2.30905600718003,0.857155887096075,1.5314341125548,1.44459215973749,1473,29,427,628971,4.61070542203059e-05
"South Fork Middle Fork Tule:2015","South Fork Middle Fork Tule","2015",-1.87268358084372,0.522753931251533,1.864997259416,0.610586712311047,1.11008917792899,-9.70569408227061,1.84078666005448,-2.60657891843071,0.857155887096075,2.77561779012781,1.59280735872231,1473,109,41,60393,0.00180484493235971
"Sweetwater River:2010","Sweetwater River","2010",-2.98796549830777,0.522753931251533,2.18932470507822,0.610586712311047,1.11008917792899,-7.28573360624823,1.84078666005448,-1.87901520309985,0.857155887096075,3.637,0.799889575712381,2027,10,5471,11089717,9.01736266128342e-07
"Sweetwater River:2011","Sweetwater River","2011",-2.5431784916519,0.522753931251533,1.56124778047992,0.610586712311047,1.11008917792899,-7.8629243345594,1.84078666005448,-1.59625462651243,0.857155887096075,2.774,1.39734828236278,2027,10,3574,7244498,1.38035789367324e-06
"Sweetwater River:2012","Sweetwater River","2012",-2.88385163975552,0.522753931251533,1.37573436509936,0.610586712311047,1.11008917792899,-7.89515764645614,1.84078666005448,-2.03120759390439,0.857155887096075,2.215,0.37476659402887,2027,2,3548,7191796,2.78094651183098e-07
"Sweetwater River:2013","Sweetwater River","2013",-1.60253310871147,0.522753931251533,1.71483378623915,0.610586712311047,1.11008917792899,-6.70246491148513,1.84078666005448,-1.54135204672441,0.857155887096075,2.77,1.10308657865101,2027,4,786,1593222,2.5106356804011e-06
"Sweetwater River:2014","Sweetwater River","2014",-2.94873228767019,0.522753931251533,1.45374319140681,0.610586712311047,1.11008917792899,-6.83759368242567,1.84078666005448,-1.81019160647055,0.857155887096075,2.36764714542364,0.604312207207132,2027,18,393,796611,2.25957211236099e-05
"Sweetwater River:2015","Sweetwater River","2015",-3.75736276786778,0.522753931251533,1.70914670768424,0.610586712311047,1.11008917792899,-7.59262089384929,1.84078666005448,-2.88424951402331,0.857155887096075,2.63905732961526,0,2027,1,6,12162,8.2223318533136e-05
"Wawona:2010","Wawona","2010",-1.1124654908443,0.522753931251533,1.84698557814372,0.610586712311047,1.11008917792899,-7.98971829654625,1.84078666005448,-1.70682571786551,0.857155887096075,-0.225719696969698,1.003073344307,1721,264,546,939666,0.000280950891061292
"Wawona:2011","Wawona","2011",-2.22763358074007,0.522753931251533,1.87887272223501,0.610586712311047,1.11008917792899,-8.00612086231309,1.84078666005448,-2.05483554519989,0.857155887096075,0.387692307692308,1.20069547706619,1721,117,728,1252888,9.3384245040259e-05
"Wawona:2012","Wawona","2012",-1.93449588850732,0.522753931251533,2.10684010903145,0.610586712311047,1.11008917792899,-7.56477592483846,1.84078666005448,-1.65718608951856,0.857155887096075,0.373146417445483,1.08638437333199,1721,321,728,1252888,0.000256208056905326
"Wawona:2013","Wawona","2013",-1.23016331913332,0.522753931251533,1.92427389701203,0.610586712311047,1.11008917792899,-7.82488817422717,1.84078666005448,-1.28714702169491,0.857155887096075,0.16680769230769,1.21692163430242,1721,260,4523,7784083,3.34014937918827e-05
"Wawona:2014","Wawona","2014",-2.07789540238311,0.522753931251533,2.40294917274247,0.610586712311047,1.11008917792899,-7.48442822684078,1.84078666005448,-1.36784596301355,0.857155887096075,2.44157789522569,1.54411141634024,1721,47,3535,6083735,7.72551730146037e-06
"Wawona:2015","Wawona","2015",-2.43436692313271,0.522753931251533,1.83679465811289,0.610586712311047,1.11008917792899,-7.35759381325627,1.84078666005448,-3.23877522672048,0.857155887096075,2.15670459655326,2.10921647628271,1721,104,271,466391,0.000222988865565588
"West Fork Mojave River:2010","West Fork Mojave River","2010",-3.29594986201653,0.522753931251533,1.19577995634201,0.610586712311047,1.11008917792899,-8.87304699981488,1.84078666005448,-2.36430388840941,0.857155887096075,3.77,0.390469802502916,1675,4,130,217750,1.83696900114811e-05
"West Fork Mojave River:2011","West Fork Mojave River","2011",-1.40250211940243,0.522753931251533,1.82208758897546,0.610586712311047,1.11008917792899,-7.60427872768005,1.84078666005448,-1.73306995189113,0.857155887096075,3.65153846153846,0.878046432975807,1675,26,131,219425,0.000118491511906118
"West Fork Mojave River:2012","West Fork Mojave River","2012",-2.90029522530427,0.522753931251533,1.74890201645597,0.610586712311047,1.11008917792899,-7.56860764957639,1.84078666005448,-2.00469971018398,0.857155887096075,4.14833333333333,0.926745200509108,1675,6,126,211050,2.84292821606254e-05
"West Fork Mojave River:2013","West Fork Mojave River","2013",-5.46514244433392,0.522753931251533,NA,NA,NA,-8.86600353623907,1.84078666005448,-2.95682663566547,0.857155887096075,0,0,1675,0,11,18425,0
"West Fork Mojave River:2014","West Fork Mojave River","2014",-2.62030663523579,0.522753931251533,2.19164988042267,0.610586712311047,1.11008917792899,-9.28964604616044,1.84078666005448,-1.99053490904927,0.857155887096075,3.17378118793863,0.619460197791484,1675,7,117,195975,3.57188416889909e-05
"West Fork Mojave River:2015","West Fork Mojave River","2015",-2.45244026388545,0.522753931251533,2.48086938429004,0.610586712311047,1.11008917792899,-8.54490982078412,1.84078666005448,-2.10202581306466,0.857155887096075,1.84423384225469,2.04622644781621,1675,30,34,56950,0.000526777875329236
"Whitewater Canyon:2010","Whitewater Canyon","2010",-5.86560087391072,0.522753931251533,1.42329904024726,0.610586712311047,1.11008917792899,-3.39650915490541,1.84078666005448,-0.398338593379548,0.857155887096075,0,0,1104,1,2291,2529264,3.95371934286022e-07
"Whitewater Canyon:2011","Whitewater Canyon","2011",-2.13728151138758,0.522753931251533,1.55815335703313,0.610586712311047,1.11008917792899,-4.97491838474235,1.84078666005448,-0.71823442693069,0.857155887096075,2.39428571428571,0.967037695626135,1104,7,1088,1201152,5.82773870417732e-06
"Whitewater Canyon:2012","Whitewater Canyon","2012",-2.17847467971927,0.522753931251533,1.5071994928565,0.610586712311047,1.11008917792899,-6.26339501281574,1.84078666005448,-1.4293988114302,0.857155887096075,4.08,1.05446668984847,1104,5,1108,1223232,4.08753204625124e-06
"Whitewater Canyon:2013","Whitewater Canyon","2013",-2.91082128032303,0.522753931251533,1.10156585964183,0.610586712311047,1.11008917792899,-5.8769585545556,1.84078666005448,-1.71496497321112,0.857155887096075,3.9825,1.01690297800069,1104,4,778,858912,4.65705450616594e-06
"Whitewater Canyon:2014","Whitewater Canyon","2014",-4.95474748379899,0.522753931251533,NA,NA,NA,-7.47601570429894,1.84078666005448,NA,NA,0,0,1104,0,0,0,0
"Mill Creek:2014","Mill Creek","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06438584851879,1.58056665248369,1557,9,0,0,0.00578034682080925
