"SiteYear","Site","Year","surv.int","surv.slope","growth.int","growth.slope","growth.sd","flowering.int","flowering.slope","fruit.int","fruit.slope","recruit.size.mean","recruit.size.sd","seed.ct","recruit.number","fruits.per.site","total.seeds.per.site","establishment.prob"
"Buck Meadows:2015","Buck Meadows","2015",-1.98322090088778,0.474526843181056,2.07744826110542,0.540567059666773,1.17661280661381,-14.3162022360613,3.41615915791822,1.83305200533853,0.0851615374965546,2.03670062094497,1.24734657845814,1956,421,2,3912,0.107617586912065
"Buck Meadows:2016","Buck Meadows","2016",-3.65468658735976,0.474526843181056,2.86977360349488,0.540567059666773,1.17661280661381,-14.5487944913022,3.46766739438154,2.24635184201195,0.0851615374965546,1.55869660367795,1.20527905933386,1956,942,54,105624,0.00891842763008407
"Buck Meadows:2017","Buck Meadows","2017",-3.64969890753606,0.474526843181056,2.35919160216832,0.540567059666773,1.17661280661381,-15.7367662132022,3.66638314333469,1.89387582885292,0.0851615374965546,3.53946945546018,1.27934505495262,1956,83,90,176040,0.000471483753692343
"Buck Meadows:2018","Buck Meadows","2018",-2.33386853217872,0.474526843181056,1.93548626093668,0.540567059666773,1.17661280661381,-15.7313960308687,3.65306307501283,2.24255379976068,0.0851615374965546,1.7822917549427,1.24065666742633,1956,190,371,725676,0.000261824836428379
"Canton Creek:2015","Canton Creek","2015",-1.57911860034597,0.474526843181056,2.06667783569396,0.540567059666773,1.17661280661381,-15.5575364621256,3.64485023870603,0.913988016684409,0.337052550364158,1.30782024816186,1.01606332351814,1184,10,18,21312,0.000469219219219219
"Canton Creek:2018","Canton Creek","2018",-2.54919846156801,0.474526843181056,2.11018764377942,0.540567059666773,1.17661280661381,-16.9727302569331,3.88175415580064,1.32348981110656,0.337052550364158,2.45972139012811,0.515327221510838,1184,3,664,786176,3.81593943340931e-06
"Carlon:2015","Carlon","2015",-3.29759703907193,0.474526843181056,2.40327299569203,0.540567059666773,1.17661280661381,-17.185028993197,4.10729017899753,0.692532483679097,0.406748990663071,2.36476447788647,1.36170178882482,1226,22,696,853296,2.57823779790366e-05
"Carlon:2016","Carlon","2016",-4.78234657253313,0.474526843181056,NA,NA,NA,-17.417621248438,4.15879841546085,1.10583232035251,0.406748990663071,1.9712755509051,0.892774880109802,1226,54,154,188804,0.000286010889599797
"Carlon:2017","Carlon","2017",-3.69387427708832,0.474526843181056,2.19127109387977,0.540567059666773,1.17661280661381,-18.605592970338,4.357514164414,0.753356307193483,0.406748990663071,2.39496928299588,1.13591691172762,1226,30,2,2452,0.0122349102773246
"Carlon:2018","Carlon","2018",-2.17006013644081,0.474526843181056,2.39901439842306,0.540567059666773,1.17661280661381,-18.6002227880045,4.34419409609214,1.10203427810124,0.406748990663071,1.63146872544409,0.663500425456303,1226,17,187,229262,7.4150971377725e-05
"Coast Fork of Williamette:2015","Coast Fork of Williamette","2015",-2.79695511785622,0.474526843181056,2.73470287098826,0.540567059666773,1.17661280661381,-13.5735430219784,3.4941770743346,0.920051968039143,0.330725590304416,2.13388232757625,1.65878954348187,1184,8,191,226144,3.53756898259516e-05
"Coast Fork of Williamette:2016","Coast Fork of Williamette","2016",-3.15217591182159,0.474526843181056,2.12712286879943,0.540567059666773,1.17661280661381,-13.8061352772194,3.54568531079791,1.33335180471256,0.330725590304416,3.31136816197492,0.761949190801213,1184,2,39,46176,4.33125433125433e-05
"Coast Fork of Williamette:2017","Coast Fork of Williamette","2017",-2.23329057637517,0.474526843181056,2.65479477314983,0.540567059666773,1.17661280661381,-14.9941069991194,3.74440105975107,0.980875791553529,0.330725590304416,2.37870372368121,1.17231381902044,1184,29,5,5920,0.00489864864864865
"Coast Fork of Williamette:2018","Coast Fork of Williamette","2018",-3.59791160909349,0.474526843181056,1.88668095592279,0.540567059666773,1.17661280661381,-14.9887368167859,3.73108099142921,1.32955376246129,0.330725590304416,2.63087273725197,1.28034198202721,1184,71,120,142080,0.000499718468468468
"Deep Creek:2015","Deep Creek","2015",-2.02376695014914,0.474526843181056,2.55436876471878,0.540567059666773,1.17661280661381,-14.8551008609596,3.7768845210618,-1.93970647039344,0.973757561335185,1.88226718060926,1.80588408291447,506,37,2417,1223002,3.02534255872026e-05
"Deep Creek:2016","Deep Creek","2016",-2.86852044717987,0.474526843181056,1.65010339115054,0.540567059666773,1.17661280661381,-15.0876931162005,3.82839275752512,-1.52640663372002,0.973757561335185,2.35230583209342,1.73891763353278,506,60,3370,1705220,3.51860756969775e-05
"Deep Creek:2017","Deep Creek","2017",-3.13163561941016,0.474526843181056,1.91873122324363,0.540567059666773,1.17661280661381,-16.2756648381005,4.02710850647827,-1.87888264687905,0.973757561335185,4.11867412071034,1.77939594510124,506,9,238,120428,7.473345069253e-05
"Deep Creek:2018","Deep Creek","2018",-2.25233368532032,0.474526843181056,3.16516472105259,0.540567059666773,1.17661280661381,-16.270294655767,4.01378843815641,-1.53020467597129,0.973757561335185,4.09449246418541,1.89623504318335,506,13,232,117392,0.000110740084503203
"Hauser Creek:2018","Hauser Creek","2018",-3.80098619482771,0.474526843181056,2.34749696710949,0.540567059666773,1.17661280661381,-12.2357857997012,3.6200069217404,0.081838926899016,0.722544255590438,2.33245613135961,0.732074770373046,1666,123,169,281554,0.000436861134986539
"Kitchen Creek:2016","Kitchen Creek","2016",-3.57732917891452,0.474526843181056,NA,NA,NA,-13.9282877971501,3.60656199930511,-0.0344064459065159,0.649299331767993,0,0,2514,0,249,625986,0
"Little Jameson Creek:2015","Little Jameson Creek","2015",-2.08999424240101,0.474526843181056,2.81053923766005,0.540567059666773,1.17661280661381,-13.7830568605728,3.71317532900669,1.311747023093,0.221997451206801,0.93483411337456,0.788302100102908,2092,85,9786,20472312,4.1519492278156e-06
"Little Jameson Creek:2016","Little Jameson Creek","2016",-3.10442408135368,0.474526843181056,2.88544189394616,0.540567059666773,1.17661280661381,-14.0156491158137,3.76468356547001,1.72504685976642,0.221997451206801,0.858475169886152,1.3027569128365,2092,207,39097,81790924,2.53084315320854e-06
"Little Jameson Creek:2017","Little Jameson Creek","2017",-1.78055139345532,0.474526843181056,2.97968571997817,0.540567059666773,1.17661280661381,-15.2036208377137,3.96339931442316,1.37257084660739,0.221997451206801,4.26301910210772,1.63169806223825,2092,28,18217,38109964,7.34715991859767e-07
"Little Jameson Creek:2018","Little Jameson Creek","2018",-2.22552949206638,0.474526843181056,2.92764536153767,0.540567059666773,1.17661280661381,-15.1982506553802,3.9500792461013,1.72124881751515,0.221997451206801,1.5000414087251,1.66100591655692,2092,60,35768,74826656,8.01853286080297e-07
"Mill Creek:2015","Mill Creek","2015",-3.2310351941568,0.474526843181056,2.67728131524285,0.540567059666773,1.17661280661381,-9.60851406857983,2.65182535156979,1.83210875948014,0.166575014088262,2.73312779755094,1.35597034384551,1557,219,6,9342,0.0234425176621708
