"Site","ID","Region","Latitude","Longitude","Elevation","Class","Fec1","logSize","ClassNext","logSizeNext","Surv","Year","Fec0","RegionRank","SeedCt","NotAnIndividual","NotARecruit","SiteYear"
"North Fork Middle Fork Tule","55310","C1",36.20081,-118.6509,1284,"J",NA,0.69,"D",NA,0,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55323","C1",36.20081,-118.6509,1284,"J",NA,1.1,"D",NA,0,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55327","C1",36.20081,-118.6509,1284,"J",NA,1.1,"D",NA,0,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55263","C1",36.20081,-118.6509,1284,"J",NA,1.39,"D",NA,0,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55345","C1",36.20081,-118.6509,1284,"J",NA,1.95,"A",4.44,1,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55268","C1",36.20081,-118.6509,1284,"J",NA,1.95,"D",NA,0,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","12888","C1",36.20081,-118.6509,1284,"J",NA,2.2,"J",2.83,1,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55316","C1",36.20081,-118.6509,1284,"J",NA,2.2,"D",NA,0,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55262","C1",36.20081,-118.6509,1284,"J",NA,2.3,"D",NA,0,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55332","C1",36.20081,-118.6509,1284,"J",NA,2.44,"D",NA,0,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55315","C1",36.20081,-118.6509,1284,"J",NA,2.56,"D",NA,0,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55335","C1",36.20081,-118.6509,1284,"J",NA,2.89,"J",2.89,1,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55343","C1",36.20081,-118.6509,1284,"J",NA,2.89,"J",3.5,1,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55317","C1",36.20081,-118.6509,1284,"J",NA,3.14,"D",NA,0,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55330","C1",36.20081,-118.6509,1284,"J",NA,3.17,"A",3.58,1,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55349","C1",36.20081,-118.6509,1284,"J",NA,3.18,"D",NA,0,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","12881","C1",36.20081,-118.6509,1284,"J",NA,3.22,"D",NA,0,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","12892","C1",36.20081,-118.6509,1284,"J",NA,3.33,"J",2.82,1,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55322","C1",36.20081,-118.6509,1284,"J",NA,3.33,"D",NA,0,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55325","C1",36.20081,-118.6509,1284,"J",NA,3.33,"D",NA,0,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55314","C1",36.20081,-118.6509,1284,"J",NA,3.4,"D",NA,0,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55336","C1",36.20081,-118.6509,1284,"J",NA,3.5,"J",3.92,1,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55318","C1",36.20081,-118.6509,1284,"J",NA,3.5,"D",NA,0,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","12893","C1",36.20081,-118.6509,1284,"J",NA,3.51,"J",0.69,1,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55350","C1",36.20081,-118.6509,1284,"J",NA,3.65,"A",4.65,1,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55324","C1",36.20081,-118.6509,1284,"J",NA,3.75,"D",NA,0,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55329","C1",36.20081,-118.6509,1284,"A",3,4.09,"D",NA,0,"2011",1,3,1473,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55328","C1",36.20081,-118.6509,1284,"A",3,4.13,"A",7.46,1,"2011",1,3,1473,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55342","C1",36.20081,-118.6509,1284,"A",0,4.41,"J",3.33,1,"2011",1,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55344","C1",36.20081,-118.6509,1284,"J",NA,4.58,"A",4.98,1,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","12896","C1",36.20081,-118.6509,1284,"J",NA,4.6,"J",2.94,1,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","12904","C1",36.20081,-118.6509,1284,"J",NA,4.84,"A",4.9,1,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","59088","C1",36.20081,-118.6509,1284,"J",NA,5.08,"A",5.28,1,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55326","C1",36.20081,-118.6509,1284,"J",NA,5.19,"D",NA,0,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55341","C1",36.20081,-118.6509,1284,"A",19,5.37,"A",5.34,1,"2011",1,3,1473,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","12879","C1",36.20081,-118.6509,1284,"J",NA,6.52,"J",4.57,1,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","12954","C1",36.20081,-118.6509,1284,"A",17,6.64,"A",7.06,1,"2011",1,3,1473,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","12897","C1",36.20081,-118.6509,1284,"J",NA,7,"J",6.46,1,"2011",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","59060","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2011",NA,3,NA,"0","0","North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","59061","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2011",NA,3,NA,"0","0","North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","59062","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2011",NA,3,NA,"0","0","North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","59063","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2011",NA,3,NA,"0","0","North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","59064","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2011",NA,3,NA,"0","0","North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","59066","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2011",NA,3,NA,"0","0","North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","59071","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2011",NA,3,NA,"0","0","North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","59072","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2011",NA,3,NA,"0","0","North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","59073","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2011",NA,3,NA,"0","0","North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","59074","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2011",NA,3,NA,"0","0","North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","59067","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",0,NA,"2011",NA,3,NA,"0","0","North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","59069","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",0,NA,"2011",NA,3,NA,"0","0","North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","59070","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",0,NA,"2011",NA,3,NA,"0","0","North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","59059","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",0.69,NA,"2011",NA,3,NA,"0","0","North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","59068","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",0.69,NA,"2011",NA,3,NA,"0","0","North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","59092","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",0.69,NA,"2011",NA,3,NA,"0","0","North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","59065","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",1.1,NA,"2011",NA,3,NA,"0","0","North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","59075","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",1.1,NA,"2011",NA,3,NA,"0","0","North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","59076","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",1.95,NA,"2011",NA,3,NA,"0","0","North Fork Middle Fork Tule:2011"
"North Fork Middle Fork Tule","55266","C1",36.20081,-118.6509,1284,"J",NA,-0.69,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59060","C1",36.20081,-118.6509,1284,"J",NA,-0.69,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59061","C1",36.20081,-118.6509,1284,"J",NA,-0.69,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59062","C1",36.20081,-118.6509,1284,"J",NA,-0.69,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59063","C1",36.20081,-118.6509,1284,"J",NA,-0.69,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59064","C1",36.20081,-118.6509,1284,"J",NA,-0.69,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59066","C1",36.20081,-118.6509,1284,"J",NA,-0.69,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59071","C1",36.20081,-118.6509,1284,"J",NA,-0.69,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59072","C1",36.20081,-118.6509,1284,"J",NA,-0.69,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59073","C1",36.20081,-118.6509,1284,"J",NA,-0.69,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59074","C1",36.20081,-118.6509,1284,"J",NA,-0.69,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59106","C1",36.20081,-118.6509,1284,"J",NA,-0.69,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","12900","C1",36.20081,-118.6509,1284,"J",NA,0,"J",1.79,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59097","C1",36.20081,-118.6509,1284,"J",NA,0,"J",3.18,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59067","C1",36.20081,-118.6509,1284,"J",NA,0,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59069","C1",36.20081,-118.6509,1284,"J",NA,0,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59070","C1",36.20081,-118.6509,1284,"J",NA,0,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59093","C1",36.20081,-118.6509,1284,"J",NA,0.69,"J",1.79,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59087","C1",36.20081,-118.6509,1284,"J",NA,0.69,"J",2.64,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59068","C1",36.20081,-118.6509,1284,"J",NA,0.69,"J",3.74,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","12893","C1",36.20081,-118.6509,1284,"J",NA,0.69,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59059","C1",36.20081,-118.6509,1284,"J",NA,0.69,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59092","C1",36.20081,-118.6509,1284,"J",NA,0.69,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59099","C1",36.20081,-118.6509,1284,"J",NA,1.1,"J",3.47,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59081","C1",36.20081,-118.6509,1284,"J",NA,1.1,"A",3.5,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59065","C1",36.20081,-118.6509,1284,"J",NA,1.1,"J",4.85,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59075","C1",36.20081,-118.6509,1284,"J",NA,1.1,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59085","C1",36.20081,-118.6509,1284,"J",NA,1.1,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59102","C1",36.20081,-118.6509,1284,"J",NA,1.61,"J",1.79,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59083","C1",36.20081,-118.6509,1284,"J",NA,1.61,"J",2.83,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59095","C1",36.20081,-118.6509,1284,"J",NA,1.61,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","55338","C1",36.20081,-118.6509,1284,"J",NA,1.79,"J",3.76,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59098","C1",36.20081,-118.6509,1284,"J",NA,1.95,"J",3.43,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59076","C1",36.20081,-118.6509,1284,"J",NA,1.95,"A",4.38,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","55339","C1",36.20081,-118.6509,1284,"J",NA,2.2,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","55265","C1",36.20081,-118.6509,1284,"J",NA,2.3,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59096","C1",36.20081,-118.6509,1284,"J",NA,2.3,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59089","C1",36.20081,-118.6509,1284,"J",NA,2.48,"J",2.94,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59100","C1",36.20081,-118.6509,1284,"J",NA,2.56,"J",3.64,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59084","C1",36.20081,-118.6509,1284,"J",NA,2.77,"J",3.5,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","12892","C1",36.20081,-118.6509,1284,"J",NA,2.82,"J",3.04,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","12888","C1",36.20081,-118.6509,1284,"J",NA,2.83,"J",4.2,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59086","C1",36.20081,-118.6509,1284,"J",NA,2.83,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","55335","C1",36.20081,-118.6509,1284,"J",NA,2.89,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","12896","C1",36.20081,-118.6509,1284,"J",NA,2.94,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59078","C1",36.20081,-118.6509,1284,"J",NA,3.09,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59091","C1",36.20081,-118.6509,1284,"J",NA,3.18,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","55293","C1",36.20081,-118.6509,1284,"J",NA,3.26,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","55342","C1",36.20081,-118.6509,1284,"J",NA,3.33,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59080","C1",36.20081,-118.6509,1284,"A",3,3.47,"A",3.85,1,"2012",1,3,1473,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59077","C1",36.20081,-118.6509,1284,"J",NA,3.47,"J",4.03,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","55343","C1",36.20081,-118.6509,1284,"J",NA,3.5,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","55330","C1",36.20081,-118.6509,1284,"A",4,3.58,"A",3.97,1,"2012",1,3,1473,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59101","C1",36.20081,-118.6509,1284,"A",2,3.71,"A",4.67,1,"2012",1,3,1473,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59090","C1",36.20081,-118.6509,1284,"J",NA,3.91,"J",3.87,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","55336","C1",36.20081,-118.6509,1284,"J",NA,3.92,"A",4.89,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59094","C1",36.20081,-118.6509,1284,"J",NA,4.01,"A",3.99,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","55348","C1",36.20081,-118.6509,1284,"A",2,4.08,"A",5.88,1,"2012",1,3,1473,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59105","C1",36.20081,-118.6509,1284,"J",NA,4.39,"A",3.81,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","55345","C1",36.20081,-118.6509,1284,"A",0,4.44,"A",4.86,1,"2012",1,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","12879","C1",36.20081,-118.6509,1284,"J",NA,4.57,"D",NA,0,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","55350","C1",36.20081,-118.6509,1284,"A",4,4.65,"A",5.57,1,"2012",1,3,1473,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59104","C1",36.20081,-118.6509,1284,"A",1,4.82,"J",4.53,1,"2012",1,3,1473,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","12904","C1",36.20081,-118.6509,1284,"A",1,4.9,"A",6.46,1,"2012",1,3,1473,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","55344","C1",36.20081,-118.6509,1284,"A",11,4.98,"D",NA,0,"2012",1,3,1473,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59088","C1",36.20081,-118.6509,1284,"A",10,5.28,"A",4.64,1,"2012",1,3,1473,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","55341","C1",36.20081,-118.6509,1284,"A",10,5.34,"J",2.48,1,"2012",1,3,1473,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59082","C1",36.20081,-118.6509,1284,"A",13,5.35,"A",5.25,1,"2012",1,3,1473,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59079","C1",36.20081,-118.6509,1284,"A",6,5.73,"A",5.96,1,"2012",1,3,1473,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59103","C1",36.20081,-118.6509,1284,"A",8,5.75,"A",5.51,1,"2012",1,3,1473,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","12897","C1",36.20081,-118.6509,1284,"J",NA,6.46,"A",5.15,1,"2012",0,3,NA,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","12954","C1",36.20081,-118.6509,1284,"A",122,7.06,"A",6.02,1,"2012",1,3,1473,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","55328","C1",36.20081,-118.6509,1284,"A",115,7.46,"A",7.98,1,"2012",1,3,1473,"0",NA,"North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59554","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59555","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59556","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59557","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59558","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59559","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59560","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59561","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59562","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59589","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59590","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59591","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59592","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59593","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59594","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59595","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59596","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59597","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59598","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59599","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59600","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59601","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59602","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59603","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
"North Fork Middle Fork Tule","59604","C1",36.20081,-118.6509,1284,NA,NA,NA,"J",-0.69,NA,"2012",NA,3,NA,"0","0","North Fork Middle Fork Tule:2012"
