Site,ID,Region,Latitude,Longitude,Elevation,Class,Fec1,logSize,ClassNext,logSizeNext,Surv,Year,Fec0,RegionRank,SeedCt,NotAnIndividual,Reasoning,NotARecruit,Reasoning
Moss Creek Merced Drainage,12481,C2,37.67203,-119.8182,529,A,6,5.07,A,5.35,1,2010,1,4,1956,0,,NA,
Moss Creek Merced Drainage,12482,C2,37.67203,-119.8182,529,A,0,5.54,A,6.52,1,2010,1,4,NA,0,,NA,
Moss Creek Merced Drainage,12484,C2,37.67203,-119.8182,529,A,97,6.49,A,6.99,1,2010,1,4,1956,0,,NA,
Moss Creek Merced Drainage,12485,C2,37.67203,-119.8182,529,A,217,8.03,A,7.82,1,2010,1,4,1956,0,,NA,
Moss Creek Merced Drainage,59521,C2,37.67203,-119.8182,529,NA,NA,NA,J,-0.69,NA,2010,NA,4,NA,0,,0,
Moss Creek Merced Drainage,59522,C2,37.67203,-119.8182,529,NA,NA,NA,J,-0.69,NA,2010,NA,4,NA,0,,0,
Moss Creek Merced Drainage,59523,C2,37.67203,-119.8182,529,NA,NA,NA,J,1.1,NA,2010,NA,4,NA,0,,0,
Moss Creek Merced Drainage,59528,C2,37.67203,-119.8182,529,NA,NA,NA,J,1.1,NA,2010,NA,4,NA,0,,0,
Moss Creek Merced Drainage,59525,C2,37.67203,-119.8182,529,NA,NA,NA,J,2.2,NA,2010,NA,4,NA,0,,0,
Moss Creek Merced Drainage,59524,C2,37.67203,-119.8182,529,NA,NA,NA,J,2.64,NA,2010,NA,4,NA,0,,0,
Moss Creek Merced Drainage,59527,C2,37.67203,-119.8182,529,NA,NA,NA,J,2.64,NA,2010,NA,4,NA,0,,0,
Moss Creek Merced Drainage,59529,C2,37.67203,-119.8182,529,NA,NA,NA,A,2.94,NA,2010,NA,4,NA,0,,0,
Moss Creek Merced Drainage,53426,C2,37.67203,-119.8182,529,NA,NA,NA,J,3.04,NA,2010,NA,4,NA,0,,0,
Moss Creek Merced Drainage,59526,C2,37.67203,-119.8182,529,NA,NA,NA,J,3.22,NA,2010,NA,4,NA,0,,0,
Moss Creek Merced Drainage,59521,C2,37.67203,-119.8182,529,J,NA,-0.69,D,NA,0,2011,0,4,NA,0,,NA,
Moss Creek Merced Drainage,59522,C2,37.67203,-119.8182,529,J,NA,-0.69,D,NA,0,2011,0,4,NA,0,,NA,
Moss Creek Merced Drainage,12483,C2,37.67203,-119.8182,529,J,NA,1.1,D,NA,0,2011,0,4,NA,0,,NA,
Moss Creek Merced Drainage,59523,C2,37.67203,-119.8182,529,J,NA,1.1,D,NA,0,2011,0,4,NA,0,,NA,
Moss Creek Merced Drainage,59528,C2,37.67203,-119.8182,529,J,NA,1.1,D,NA,0,2011,0,4,NA,0,,NA,
Moss Creek Merced Drainage,12487,C2,37.67203,-119.8182,529,J,NA,1.39,D,NA,0,2011,0,4,NA,0,,NA,
Moss Creek Merced Drainage,59525,C2,37.67203,-119.8182,529,J,NA,2.2,D,NA,0,2011,0,4,NA,0,,NA,
Moss Creek Merced Drainage,59524,C2,37.67203,-119.8182,529,J,NA,2.64,D,NA,0,2011,0,4,NA,0,,NA,
Moss Creek Merced Drainage,59527,C2,37.67203,-119.8182,529,J,NA,2.64,D,NA,0,2011,0,4,NA,0,,NA,
Moss Creek Merced Drainage,56457,C2,37.67203,-119.8182,529,J,NA,2.94,D,NA,0,2011,0,4,NA,0,,NA,
Moss Creek Merced Drainage,59529,C2,37.67203,-119.8182,529,A,1,2.94,D,NA,0,2011,1,4,1956,0,,NA,
Moss Creek Merced Drainage,56458,C2,37.67203,-119.8182,529,J,NA,3,J,2.89,1,2011,0,4,NA,0,,NA,
Moss Creek Merced Drainage,53426,C2,37.67203,-119.8182,529,J,NA,3.04,J,5.08,1,2011,0,4,NA,0,,NA,
Moss Creek Merced Drainage,59526,C2,37.67203,-119.8182,529,J,NA,3.22,J,3.18,1,2011,0,4,NA,0,,NA,
Moss Creek Merced Drainage,12493,C2,37.67203,-119.8182,529,J,NA,3.33,J,3.04,1,2011,0,4,NA,0,,NA,
Moss Creek Merced Drainage,12496,C2,37.67203,-119.8182,529,J,NA,3.53,A,3.22,1,2011,0,4,NA,0,,NA,
Moss Creek Merced Drainage,12495,C2,37.67203,-119.8182,529,J,NA,4.01,J,3.83,1,2011,0,4,NA,0,,NA,
Moss Creek Merced Drainage,12481,C2,37.67203,-119.8182,529,A,0,5.35,D,NA,0,2011,1,4,NA,0,,NA,
Moss Creek Merced Drainage,12482,C2,37.67203,-119.8182,529,A,2,6.52,A,6.44,1,2011,1,4,1956,0,,NA,
Moss Creek Merced Drainage,12484,C2,37.67203,-119.8182,529,A,8,6.99,A,6.81,1,2011,1,4,1956,0,,NA,
Moss Creek Merced Drainage,12485,C2,37.67203,-119.8182,529,A,16,7.82,A,7.22,1,2011,1,4,1956,0,,NA,
Moss Creek Merced Drainage,59251,C2,37.67203,-119.8182,529,NA,NA,NA,J,-0.69,NA,2011,NA,4,NA,0,,0,
Moss Creek Merced Drainage,59253,C2,37.67203,-119.8182,529,NA,NA,NA,J,0,NA,2011,NA,4,NA,0,,0,
Moss Creek Merced Drainage,59252,C2,37.67203,-119.8182,529,NA,NA,NA,J,0.69,NA,2011,NA,4,NA,0,,0,
Moss Creek Merced Drainage,59254,C2,37.67203,-119.8182,529,NA,NA,NA,J,2.2,NA,2011,NA,4,NA,0,,0,
Moss Creek Merced Drainage,59251,C2,37.67203,-119.8182,529,J,NA,-0.69,D,NA,0,2012,0,4,NA,0,,NA,
Moss Creek Merced Drainage,59253,C2,37.67203,-119.8182,529,J,NA,0,J,2.83,1,2012,0,4,NA,0,,NA,
Moss Creek Merced Drainage,59252,C2,37.67203,-119.8182,529,J,NA,0.69,J,2.3,1,2012,0,4,NA,0,,NA,
Moss Creek Merced Drainage,59254,C2,37.67203,-119.8182,529,J,NA,2.2,D,NA,0,2012,0,4,NA,0,,NA,
Moss Creek Merced Drainage,12493,C2,37.67203,-119.8182,529,J,NA,3.04,D,NA,0,2012,0,4,NA,0,,NA,
Moss Creek Merced Drainage,59526,C2,37.67203,-119.8182,529,J,NA,3.18,D,NA,0,2012,0,4,NA,0,,NA,
Moss Creek Merced Drainage,12496,C2,37.67203,-119.8182,529,A,0,3.22,D,NA,0,2012,1,4,NA,0,,NA,
Moss Creek Merced Drainage,12495,C2,37.67203,-119.8182,529,J,NA,3.83,J,2.89,1,2012,0,4,NA,0,,NA,
Moss Creek Merced Drainage,53426,C2,37.67203,-119.8182,529,J,NA,5.08,D,NA,0,2012,0,4,NA,0,,NA,
Moss Creek Merced Drainage,12482,C2,37.67203,-119.8182,529,A,0,6.44,J,6.19,1,2012,1,4,NA,0,,NA,
Moss Creek Merced Drainage,12484,C2,37.67203,-119.8182,529,A,9,6.81,A,7.58,1,2012,1,4,1956,0,,NA,
Moss Creek Merced Drainage,12485,C2,37.67203,-119.8182,529,A,49,7.22,A,6.84,1,2012,1,4,1956,0,,NA,
Moss Creek Merced Drainage,59252,C2,37.67203,-119.8182,529,J,NA,2.3,D,NA,0,2013,0,4,NA,0,,NA,
Moss Creek Merced Drainage,59253,C2,37.67203,-119.8182,529,J,NA,2.83,D,NA,0,2013,0,4,NA,0,,NA,
Moss Creek Merced Drainage,12495,C2,37.67203,-119.8182,529,J,NA,2.89,D,NA,0,2013,0,4,NA,0,,NA,
Moss Creek Merced Drainage,12482,C2,37.67203,-119.8182,529,J,NA,6.19,J,5.01,1,2013,0,4,NA,0,,NA,
Moss Creek Merced Drainage,12485,C2,37.67203,-119.8182,529,A,0,6.84,A,6.26,1,2013,1,4,NA,0,,NA,
Moss Creek Merced Drainage,12484,C2,37.67203,-119.8182,529,A,0,7.58,A,6,1,2013,1,4,NA,0,,NA,
North Fork Middle Fork Tule,12881,C1,36.20081,-118.6509,1284,J,NA,-0.69,J,3.22,1,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12880,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12882,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12883,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12884,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12885,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12886,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12887,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12895,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12898,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12899,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12900,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12901,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12902,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12903,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12905,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12906,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12907,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12908,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12909,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12911,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12912,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12913,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12914,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12921,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12922,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12923,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12924,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12925,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12926,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12927,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12928,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12929,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12930,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12931,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12932,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12933,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12934,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12935,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12936,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12937,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12938,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12939,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12943,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12944,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12945,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12946,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12947,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12949,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12951,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12952,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12959,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12962,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12964,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12965,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12966,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12968,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12971,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12975,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12976,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12988,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12991,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12993,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12996,C1,36.20081,-118.6509,1284,J,NA,-0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12910,C1,36.20081,-118.6509,1284,J,NA,0,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12915,C1,36.20081,-118.6509,1284,J,NA,0,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12916,C1,36.20081,-118.6509,1284,J,NA,0,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12950,C1,36.20081,-118.6509,1284,J,NA,0,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12953,C1,36.20081,-118.6509,1284,J,NA,0,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12956,C1,36.20081,-118.6509,1284,J,NA,0,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12958,C1,36.20081,-118.6509,1284,J,NA,0,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12960,C1,36.20081,-118.6509,1284,J,NA,0,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12969,C1,36.20081,-118.6509,1284,J,NA,0,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12970,C1,36.20081,-118.6509,1284,J,NA,0,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12973,C1,36.20081,-118.6509,1284,J,NA,0,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12974,C1,36.20081,-118.6509,1284,J,NA,0,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12977,C1,36.20081,-118.6509,1284,J,NA,0,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12978,C1,36.20081,-118.6509,1284,J,NA,0,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12980,C1,36.20081,-118.6509,1284,J,NA,0,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12989,C1,36.20081,-118.6509,1284,J,NA,0,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12917,C1,36.20081,-118.6509,1284,J,NA,0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12918,C1,36.20081,-118.6509,1284,J,NA,0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12919,C1,36.20081,-118.6509,1284,J,NA,0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12955,C1,36.20081,-118.6509,1284,J,NA,0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12957,C1,36.20081,-118.6509,1284,J,NA,0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12961,C1,36.20081,-118.6509,1284,J,NA,0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12967,C1,36.20081,-118.6509,1284,J,NA,0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12979,C1,36.20081,-118.6509,1284,J,NA,0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12981,C1,36.20081,-118.6509,1284,J,NA,0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12984,C1,36.20081,-118.6509,1284,J,NA,0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12986,C1,36.20081,-118.6509,1284,J,NA,0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12992,C1,36.20081,-118.6509,1284,J,NA,0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12994,C1,36.20081,-118.6509,1284,J,NA,0.69,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12990,C1,36.20081,-118.6509,1284,J,NA,0.92,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12942,C1,36.20081,-118.6509,1284,J,NA,1.1,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12963,C1,36.20081,-118.6509,1284,J,NA,1.1,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12972,C1,36.20081,-118.6509,1284,J,NA,1.1,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12983,C1,36.20081,-118.6509,1284,J,NA,1.1,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12987,C1,36.20081,-118.6509,1284,J,NA,1.1,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12920,C1,36.20081,-118.6509,1284,J,NA,1.39,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12982,C1,36.20081,-118.6509,1284,J,NA,1.39,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12985,C1,36.20081,-118.6509,1284,J,NA,1.39,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12997,C1,36.20081,-118.6509,1284,J,NA,1.39,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12995,C1,36.20081,-118.6509,1284,J,NA,1.5,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12890,C1,36.20081,-118.6509,1284,J,NA,1.61,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12941,C1,36.20081,-118.6509,1284,J,NA,1.61,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12894,C1,36.20081,-118.6509,1284,J,NA,2.4,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12889,C1,36.20081,-118.6509,1284,J,NA,2.64,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12891,C1,36.20081,-118.6509,1284,J,NA,3,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12948,C1,36.20081,-118.6509,1284,J,NA,3.47,D,NA,0,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12892,C1,36.20081,-118.6509,1284,J,NA,3.58,J,3.33,1,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12896,C1,36.20081,-118.6509,1284,J,NA,3.91,J,4.6,1,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12893,C1,36.20081,-118.6509,1284,J,NA,4.09,J,3.51,1,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12888,C1,36.20081,-118.6509,1284,J,NA,4.39,J,2.2,1,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12904,C1,36.20081,-118.6509,1284,J,NA,5.86,J,4.84,1,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12954,C1,36.20081,-118.6509,1284,A,12,5.86,A,6.64,1,2010,1,3,1473,0,,NA,
North Fork Middle Fork Tule,12879,C1,36.20081,-118.6509,1284,J,NA,6.98,J,6.52,1,2010,0,3,NA,0,,NA,
North Fork Middle Fork Tule,12897,C1,36.20081,-118.6509,1284,A,0,8.03,J,7,1,2010,1,3,NA,0,,NA,
North Fork Middle Fork Tule,55271,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55272,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55273,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55274,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55275,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55276,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55277,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55278,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55279,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55280,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55281,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55282,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55283,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55284,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55285,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55286,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55287,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55288,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55289,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55290,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55311,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55312,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55313,C1,36.20081,-118.6509,1284,NA,NA,NA,J,-0.69,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55264,C1,36.20081,-118.6509,1284,NA,NA,NA,J,0,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55266,C1,36.20081,-118.6509,1284,NA,NA,NA,J,0,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55267,C1,36.20081,-118.6509,1284,NA,NA,NA,J,0,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55270,C1,36.20081,-118.6509,1284,NA,NA,NA,J,0,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55291,C1,36.20081,-118.6509,1284,NA,NA,NA,J,0,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55292,C1,36.20081,-118.6509,1284,NA,NA,NA,J,0,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55293,C1,36.20081,-118.6509,1284,NA,NA,NA,J,0,NA,2010,NA,3,NA,0,,0,
North Fork Middle Fork Tule,55294,C1,36.20081,-118.6509,1284,NA,NA,NA,J,0,NA,2010,NA,3,NA,0,,0,
