,ID_Year,Site_Family1,Order,Family,Block,Drought,Site,Site.Name,Year,Flowering_Date,Experiment_Date,Flower_num,Structure,Wilted,Biomass,W_Mass,D_Mass,Area,SLA,Water_Content,Latitude,Longitude,Site.Lat,ID.B.D,Stomatal_Conductance,Assimilation,Elevation,MAT.weath,MAP.weath,CMD.weath,MAT.weath.1,MAP.weath.1,CMD.weath.1,log.MAP.weath,log.MAP.weath.1,MAT.clim,MAP.clim,CMD.clim,log.MAP.clim,CMD.anom,MAT.anom,MAP.anom,CMD.anom.1,MAT.anom.1,MAP.anom.1,CMD.clim.s,MAT.clim.s,MAP.clim.s,CMD.weath.s,MAT.weath.s,MAP.weath.s,CMD.anom.s,MAT.anom.s,MAP.anom.s,CMD.anom.1.s,MAT.anom.1.s,MAP.anom.1.s,Experiment_Date.s,SLA.s,Water_Content.s,Stomatal_Conductance.s,Assimilation.s,Biomass.s
17,S02_2010,S02_3,875,3,1,D,S02,Sweetwater River,2010,200,99,6,1,1,1.57,0.31,0.076,14.784,194.5263158,0.24516129,32.89928,-116.5849,32.9_S02,NA,NA,NA,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,0.144500181,-0.54141091,0.553213128,NA,NA,-0.441336392
18,S02_2010,S02_3,1510,3,2,D,S02,Sweetwater River,2010,NA,NA,0,1,1,1.17,NA,NA,NA,NA,NA,32.89928,-116.5849,32.9_S02,NA,NA,NA,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,NA,NA,NA,NA,NA,-0.910244325
19,S02_2010,S02_3,2477,3,3,D,S02,Sweetwater River,2010,203,102,2,1,1,1.13,0.17,0.019,10.96,576.8421053,0.111764706,32.89928,-116.5849,32.9_S02,3_3_D,0.75970969,13.58100486,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,0.486296416,4.425305596,-1.698149157,1.531817391,0.356179883,-0.957135118
20,S02_2010,S02_3,2838,3,4,D,S02,Sweetwater River,2010,201,100,5,1,1,1.71,0.33,0.0541,17.185,317.6524954,0.163939394,32.89928,-116.5849,32.9_S02,3_4_D,0.165373501,8.985001834,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,0.258432259,1.058138063,-0.817585945,-1.39747383,-0.881489021,-0.277218615
21,S02_2010,S02_3,158,3,1,W,S02,Sweetwater River,2010,213,112,1,1,NA,1.38,NA,NA,NA,NA,NA,32.89928,-116.5849,32.9_S02,NA,NA,NA,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,1.625617201,NA,NA,NA,NA,-0.66406766
22,S02_2010,S02_3,720,3,2,W,S02,Sweetwater River,2010,207,106,4,1,NA,1.92,0.16,0.0272,7.999,294.0808824,0.17,32.89928,-116.5849,32.9_S02,NA,NA,NA,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,0.94202473,0.751916027,-0.715299818,NA,NA,-0.031041951
23,S02_2010,S02_3,1619,3,3,W,S02,Sweetwater River,2010,205,104,6,1,NA,3.02,0.31,0.0522,18.284,350.2681992,0.168387097,32.89928,-116.5849,32.9_S02,3_3_W,0.693009917,10.8682578,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,0.714160573,1.481853115,-0.742521126,1.203075739,-0.374342413,1.258454865
24,S02_2010,S02_3,2150,3,4,W,S02,Sweetwater River,2010,210,109,3,1,NA,1.68,0.34,0.0475,17.873,376.2736842,0.139705882,32.89928,-116.5849,32.9_S02,3_4_W,0.381122821,10.101491,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,1.283820966,1.819693914,-1.22658003,-0.334115076,-0.580826921,-0.31238671
25,S02_2010,S02_4,881,4,1,D,S02,Sweetwater River,2010,209,108,1,1,1,0.98,0.25,0.054,11.159,206.6481481,0.216,32.89928,-116.5849,32.9_S02,NA,NA,NA,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,1.169888887,-0.383934535,0.061051882,NA,NA,-1.132975593
26,S02_2010,S02_4,1204,4,2,D,S02,Sweetwater River,2010,209,108,6,1,1,1.35,NA,NA,NA,NA,NA,32.89928,-116.5849,32.9_S02,NA,NA,NA,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,1.169888887,NA,NA,NA,NA,-0.699235755
27,S02_2010,S02_4,2397,4,3,D,S02,Sweetwater River,2010,NA,NA,0,1,1,0.12,NA,NA,NA,NA,NA,32.89928,-116.5849,32.9_S02,NA,NA,NA,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,NA,NA,NA,NA,NA,-2.141127649
28,S02_2010,S02_4,2796,4,4,D,S02,Sweetwater River,2010,202,101,8,1,1,2.8,0.41,0.0751,20.183,268.7483356,0.183170732,32.89928,-116.5849,32.9_S02,4_4_D,0.104100828,6.340927851,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,0.372364338,0.42281746,-0.493014602,-1.699467058,-1.593518177,1.000555502
29,S02_2010,S02_4,185,4,1,W,S02,Sweetwater River,2010,219,118,0,1,NA,1.44,NA,NA,NA,NA,NA,32.89928,-116.5849,32.9_S02,NA,NA,NA,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,2.309209672,NA,NA,NA,NA,-0.59373147
30,S02_2010,S02_4,575,4,2,W,S02,Sweetwater River,2010,212,111,2,1,NA,1.68,0.31,0.0511,13.742,268.9236791,0.16483871,32.89928,-116.5849,32.9_S02,NA,NA,NA,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,1.511685123,0.425095372,-0.802408003,NA,NA,-0.31238671
31,S02_2010,S02_4,1720,4,3,W,S02,Sweetwater River,2010,198,97,12,1,NA,4.21,0.31,0.0489,15.162,310.0613497,0.157741935,32.89928,-116.5849,32.9_S02,4_3_W,0.713604458,18.03473369,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,-0.083363976,0.959520455,-0.922181758,1.304579582,1.555535422,2.653455965
32,S02_2010,S02_4,2223,4,4,W,S02,Sweetwater River,2010,203,102,9,1,NA,2.53,0.27,0.0506,11.614,229.5256917,0.187407407,32.89928,-116.5849,32.9_S02,NA,NA,NA,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,0.486296416,-0.086729249,-0.421511332,NA,NA,0.684042647
33,S02_2010,S02_5,856,5,1,D,S02,Sweetwater River,2010,NA,NA,0,1,1,0.67,0.23,0.0429,11.064,257.9020979,0.186521739,32.89928,-116.5849,32.9_S02,NA,NA,NA,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,NA,0.281912509,-0.436458943,NA,NA,-1.496379241
34,S02_2010,S02_5,1255,5,2,D,S02,Sweetwater River,2010,NA,NA,0,1,1,0.87,NA,NA,NA,NA,NA,32.89928,-116.5849,32.9_S02,NA,NA,NA,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,NA,NA,NA,NA,NA,-1.261925274
35,S02_2010,S02_5,2455,5,3,D,S02,Sweetwater River,2010,208,107,4,1,1,1.82,0.33,0.0351,14.952,425.982906,0.106363636,32.89928,-116.5849,32.9_S02,5_3_D,0.207117765,12.84670031,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,1.055956809,2.465473186,-1.789304147,-1.19172983,0.158437215,-0.148268934
36,S02_2010,S02_5,2951,5,4,D,S02,Sweetwater River,2010,207,106,1,1,1,0.93,0.26,0.0331,13.501,407.8851964,0.127307692,32.89928,-116.5849,32.9_S02,5_4_D,0.646627066,16.50992342,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,0.94202473,2.230363375,-1.435826898,0.974469641,1.144915534,-1.191589084
37,S02_2010,S02_5,302,5,1,W,S02,Sweetwater River,2010,217,116,0,1,NA,1.56,NA,NA,NA,NA,NA,32.89928,-116.5849,32.9_S02,NA,NA,NA,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,2.081345515,NA,NA,NA,NA,-0.45305909
38,S02_2010,S02_5,436,5,2,W,S02,Sweetwater River,2010,219,118,0,1,NA,2.33,0.39,0.0708,17.997,254.1949153,0.181538462,32.89928,-116.5849,32.9_S02,NA,NA,NA,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,2.309209672,0.233751995,-0.52056277,NA,NA,0.449588681
39,S02_2010,S02_5,1654,5,3,W,S02,Sweetwater River,2010,195,94,11,1,NA,4.05,0.42,0.0826,17.157,207.7118644,0.196666667,32.89928,-116.5849,32.9_S02,5_3_W,0.62556615,13.23007823,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,-0.425160211,-0.370115652,-0.265240861,0.870667182,0.261677992,2.465892792
40,S02_2010,S02_5,2245,5,4,W,S02,Sweetwater River,2010,204,103,6,1,NA,2.97,0.17,0.0505,9.759,193.2475248,0.297058824,32.89928,-116.5849,32.9_S02,5_4_W,0.165724094,7.699638182,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,0.600228495,-0.558023859,1.42909874,-1.39574587,-1.227627745,1.199841373
41,S02_2010,S02_6,1084,6,1,D,S02,Sweetwater River,2010,198,97,5,1,1,2.28,0.27,0.07,12.91,184.4285714,0.259259259,32.89928,-116.5849,32.9_S02,NA,NA,NA,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,-0.083363976,-0.672592083,0.791147523,NA,NA,0.390975189
42,S02_2010,S02_6,1478,6,2,D,S02,Sweetwater River,2010,NA,NA,0,1,1,1.24,NA,NA,NA,NA,NA,32.89928,-116.5849,32.9_S02,NA,NA,NA,1168,13.40833333,728,987,14.3,382,1141,2.862131379,2.582063363,13.99138889,628.0333333,1017.533333,2.797982695,-30.53333333,-0.583055556,-0.064148684,123.4666667,0.308611111,0.215919332,1.36071739,0.987805525,-0.598163664,1.152248204,0.436116581,-0.064791026,-0.421515887,-1.360541345,-1.176459738,1.667073866,-0.115765183,1.005272028,NA,NA,NA,NA,NA,-0.828185436
